DIST_CODE,DIST_NAME,RETAILER,LAPU_SIM,ADDRESS,LATITUDE,LONGITUDE,LANDMARK,Country,State,DISTRICT,VILLAGE,TEHSIL,PINCODE,CONTACT_NUM,CONTACT,CONTACT_EMAIL,EVD_FLAG,ACT_RECHARGE,GCMO,PRODUCT_TYPE,RETAILER_CATEGORY,RETAILER_BUS,SIGNAGE_TYPE,RETAILER_TYPE,SALES
1056793,Gaurav Sales,KAPILA STATIONERS,7770900017,"11-SP-A3, RHB, KUMBHA MARG, PRATAP MARG, JAIPUR",26.799009,75.824941,"SECTOR-11, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9351538510,MAHENDRA KUMAR MAHESHCHANDANI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,56
1056793,Gaurav Sales,BAJRANG DEPARTMENTAL STORE,7770900018,"SECTOR-8, KRISHNA COMPLEX, PRATAP NAGAR, JAIPUR",26.800435,75.81918,"KRISHNA COMPLEX, SECTOR 8",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9983054324,KANHAIYA LAL SHARMA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,17
1056793,Gaurav Sales,J.I.M.T.,7770900018,"85/699, PRATAP NAGAR, SECTOR 8 MARKET, SANGANER, JAIPUR",26.802525,75.822609,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9887402600,SUNNY JINDAL,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,TELECOM,NA,MULTI BRANDED,192
1056793,Gaurav Sales,DEEPAK ELECTRONICS,7770900019,"85/317, SECTOR 8, BHAMASHAH MARG, PRATAP NAGAR",26.80321,75.823473,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9829610512,DEEPAK KHANDELWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,NA,MULTI BRANDED,81
1056793,Gaurav Sales,KHUSHI TELICOM,7770900019,"85/315, SECTOR 8, PRATAP NAGAR, JAIPUR",26.802401,75.823548,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9214305073,SUDEEP JAMINI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,GS,MULTI BRANDED,147
1056793,Gaurav Sales,VIJAY MEDICAL & GENERAL STORE,7770900020,"80/127, SECTOR 8, PRATAP NAGAR, JAIPUR",26.802401,75.827548,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9351394646,VISHWANATH VIJAY,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,CHEMIST,GS,MULTI BRANDED,103
1056793,Gaurav Sales,J.L. GIFTS AND GREETING CARDS,7770900020,"86/147, SECTOR 8, PRATAP NAGAR, JAIPUR",26.801809,75.823944,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9829610549,BHAGWAN DAS,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,OTHERS,GS,MULTI BRANDED,63
1056793,Gaurav Sales,SHREE JI COMPUTERS AND MOBILE,7770900021,"SHOP NO. 86/147, SECTOR 8, PRATAP NAGAR, JAIPUR",26.802513,75.824947,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9784498223,RAVI AGRAWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,GS,MULTI BRANDED,136
1056793,Gaurav Sales,MAHESHWARI COMMUNICATIONS,7770900021,"80/152, SECTOR 8, PRATAP NAGAR, JAIPUR",26.802733,75.82411,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9460594120,ASHOK MAHESHWARI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,TELECOM,NA,MULTI BRANDED,180
1056793,Gaurav Sales,SUNIL MOBILE,7770900022,"86/149, BHAMASHAH MARG,KALYAN TOWER, SECTOR 8, PRATAP NAGAR, JAIPUR",26.800124,75.814986,OPP. SAINT SOLDIER SCHOOL,India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9784497954,SUNIL KUMAR SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,46
1056793,Gaurav Sales,MONICA COLLECTION,7770900022,"85/175, SECTOR 8, PRATAP NAGAR, JAIPUR",26.802405,75.822791,"SECTOR-8, PRATAP NAGAR",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9887110085,MANTHAN KHATRI,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,84
1056793,Gaurav Sales,ROLISH GEN. & FANCY STORE,7770900023,"67/186, PRATAP NAGAR, SANGANER, JAIPUR",26.808855,75.817699,"SECTOR-6, DAWAI FACTORY ROAD",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302033,9784497152,RAJEEV SHARMA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,12
1056793,Gaurav Sales,SHREE JI COLLECTION,7770900023,"SHOP NO. 14, RAM NAGAR, BEHIND CHOUDHARY PETROL PUMP, BAIRWA COLONY",26.815257,75.803374,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9887234086,SUNIL JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,GENERAL STORE,NA,MULTI BRANDED,49
1056793,Gaurav Sales,KHUSBHOO ENTERPRISES,7770900024,"37, GOVIND NAGAR, BEHIND CHOUDHARY PETROL PUMP, SANGANER",26.81518,75.801647,"GOVIND NAGAR, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9414042513,MUKESH KANEWAL,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,GS,MULTI BRANDED,131
1056793,Gaurav Sales,PAREEK COMMUNICATION,7770900024,"PLOT NO. 28, RAGHUNATH PURI-II, TONK ROAD, SANGANER",26.808188,75.806915,RAGHUNATHPURI-IIND,India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9314102838,ASHISH PAREEK,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NONLIT,MULTI BRANDED,146
1056793,Gaurav Sales,RAMAN ELECTRONICS,7770900025,"17, RAGHUNATHPURI-II, BEHIND CHOUDHARY PETROL PUMP, SANGANER",26.814719,75.801836,RAGHUNATHPURI-IIND,India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9414781817,RAMAN M.M.,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,OTHERS,NA,MULTI BRANDED,160
1056793,Gaurav Sales,ROYAL MOBILE POINT,7770900025,"BAIRWA COLONY, SABZI MANDI, BEHIND CHOUDHARY PETROL PUMP",26.815844,75.802549,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9829302807,ASHISH VERMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NA,MULTI BRANDED,55
1056793,Gaurav Sales,N.L. JONWAL KIRANA STORE,7770900026,"BAIRWA COLONY, RAGHUNATHPURI-II, SANGANER",26.815451,75.802093,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9950202543,N.L. JONWAL,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,19
1056793,Gaurav Sales,INDRA KIRANA STORE,7770900026,"78, RAGHUNATHPURI-II, BAIRWA COLONY, SANGANER",26.815226,75.803026,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9887306478,LOKESH AKHODIA,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NONLIT,MULTI BRANDED,102
1056793,Gaurav Sales,DHAKAD MUSIC CENTER,7770900027,"SHOP NO. 13, BEHIND CHOUDHARY PETROL PUMP, BAIRWA COLONY",26.814881,75.802516,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9602420237,BHANU DHAKAD,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,NA,MULTI BRANDED,120
1056793,Gaurav Sales,FRIENDS MOBILE,7770900027,"29-A, SHIV COLONY, BEHIND CHOUDHARY PETROL PUMP, SANGANER",26.814982,75.801803,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9252410025,RAMDAYAL CHOUDHARY,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,78
1056793,Gaurav Sales,RAKESH MOBILE CENTER,7770900028,"329, BAIRWA COLONY, SANGANER",26.815676,75.802436,"BAIRWA COLONY, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9950582648,RAKESH KUMAWAT,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,NA,MULTI BRANDED,59
1056793,Gaurav Sales,MANISHA MOBILES,7770900028,"MAHAVIR NAGAR, NEW SANGANER ROAD (NEAR OPEN JAIL), SANGANER",26.85415,75.790339,"NEAR OPEN JAIL, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9351869434,RAJENDRA PRASAD YOGI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,TELECOM,NA,MULTI BRANDED,33
1056793,Gaurav Sales,MAHAVEER KIRANA & GENERAL STORE,7770900029,"OPP. 70/14, PRATAP NAGAR, NEAR BUS STAND, SHYOPUR, SANGANER",26.855107,75.795133,"SHYOPUR, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,303906,9799746008,MAHAVEER PRASAD JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,GENERAL STORE,NA,MULTI BRANDED,196
1056793,Gaurav Sales,KIRAN FANCY AND MOBILE SHOP,7770900029,"OPP. 70/14, SHYOPUR ROAD, PRATAP NAGAR, SANGANER",26.855796,75.795227,"SHYOPUR, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,303906,9352026422,MANJU JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,GS,MULTI BRANDED,44
1056793,Gaurav Sales,MUSKAAN MOBILE POINT,7770900030,"SITAPURA RIICO INDUSTRIES AREA, CHATRALA",26.779514,75.840751,"CHATRALA, SITAPURA",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302022,9950986876,RAKESH SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,TELECOM,GS,MULTI BRANDED,16
1056793,Gaurav Sales,SHREE RAM KIRANA STORE,7770900030,"BEHIND CHOUDHARY PETROL PUMP, SANGANER, JAIPUR",26.815069,75.800828,TONK ROAD,India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9784498319,RAMVEER SINGH,,YES,RECHARGE,GCMO,RECHARGE COUPON,E,GENERAL STORE,NA,MULTI BRANDED,121
1056793,Gaurav Sales,ROSHNI ELECTRICALS,7770900031,"OPP. AIRPORT, AIRPORT ROAD SANGANER",26.829697,75.80384,"OPP. AIRPORT, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9784387029,CHUTTAN LAL JI,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,C,OTHERS,NA,MULTI BRANDED,97
1056793,Gaurav Sales,SIMRAN MOBILE,7770900031,"CHATRALA, RIICO IND. AREA, SITAPURA, SANGANER, JAIPUR",26.779814,75.840951,"CHATRALA, SITAPURA",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302022,9950202401,RADHEY SHYAM,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,153
1056793,Gaurav Sales,AIRPORT COSUMER STORE,7770900032,"OPP. AIRPORT, SHANTI COLONY, SANGANER, JAIPUR",26.829688,75.80322,"OPP. AIRPORT, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9828384815,NEERAJ ARYA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,D,TELECOM,NA,MULTI BRANDED,174
1056793,Gaurav Sales,VISHNU MOBILE POINT,7770900032,"RIICO INDUSTRIAL AREA, CHATRALA, SITAPURA",26.779858,75.838241,"CHATRALA, SITAPURA",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302022,9950986906,LALARAM SHARMA,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,A+,TELECOM,NONLIT,MULTI BRANDED,130
1056793,Gaurav Sales,ADINATH FANCY AND GENERAL STORE,7770900033,"OPP. AIRPORT, AIRPORT ROAD SANGANER",26.815114,75.800963,"OPP. AIRPORT, SANGANER",India,Rajasthan,JAIPUR,JAIPUR,JAIPUR,302011,9829327028,MAHENDRA KUMAR JAIN,,YES,RECHARGE & ACTIVATION,GCMO,STARTER PACK AND RECHARGE,B,OTHERS,NA,MULTI BRANDED,55
